Property Name,Branch Name,Industry Name,Irrigation Controller Count,Irrigation Controller Type,Irrigation Flow Sensor,Irrigation Master Valve,Irrigation Meter Count,Lead Source,Property Address Line 1,Property City,Property Group Name,Property State/Province Code,Property Type,Property Zip Code,Turf SF,Planter SF,Slope SF
US Bank: 9203 - Laguna Niguel - Town Center,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,30000 Towne Center Dr,Laguna Niguel,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92677,#N/A,#N/A,#N/A
US Bank: 9216 - Santa Fe Springs - Telegraph,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13372 Telegraph Rd,Santa Fe Springs,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90670,#N/A,#N/A,#N/A
US Bank: 9229 - Whittier,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13525 Whittier Blvd,Whittier,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90605,#N/A,#N/A,#N/A
US Bank: 9233 - San Diego - Mission Hills,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,610 W Washington St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92103,#N/A,#N/A,#N/A
US Bank: 9234 - San Diego - Point Loma,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1331 Rosecrans St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92106,#N/A,#N/A,#N/A
US Bank: 9237 - San Diego - Morena,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,5330 Napa St,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92110,#N/A,#N/A,#N/A
US Bank: 9238 - San Diego - Pacific Beach,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1606 Grand Ave,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92109,#N/A,#N/A,#N/A
US Bank: 9243 - San Diego - Camino Del Rio,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2919 Camino Del Rio S,San Diego,Bemus- Maintenance,CA,Maintenance,92108,#N/A,#N/A,#N/A
US Bank: 9256 - San Diego - Ocean Beach,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4827 Newport Ave,San Diego,Bemus- Maintenance,CA,Maintenance,92107,#N/A,#N/A,#N/A
US Bank: 9257 - San Diego - 36th & El Cajon,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,3560 El Cajon Blvd,San Diego,Bemus- Maintenance,CA,Maintenance,92104,#N/A,#N/A,#N/A
US Bank: 9263 - Hacienda Heights - Hacienda Bl,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2040 S Hacienda Blvd,Hacienda Heights,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91745,#N/A,#N/A,#N/A
US Bank: 9266 - Los Alamitos - Pine Street,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,10942 Pine St,Los Alamitos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90720,#N/A,#N/A,#N/A
US Bank: 9270 - Paramount - Paramount Blvd,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,15943 Paramount Blvd,Paramount,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90723,#N/A,#N/A,#N/A
US Bank: 9276 - Westminster - Westminster Mall,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,535 Westminster Mall,Westminster,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92683,#N/A,#N/A,#N/A
US Bank: 9346 - San Ysidro - Las Americas,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4249 Camino de La Plz,San Ysidro,Bemus- Maintenance,CA,Maintenance,92173,#N/A,#N/A,#N/A
US Bank: 9705 - Downey - Florence,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,8444 Florence Ave,Downey,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90240,#N/A,#N/A,#N/A
US Bank: 9706 - Norwalk - Pioneer,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13928 Pioneer Blvd,Norwalk,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90650,#N/A,#N/A,#N/A
US Bank: 9707 - Fullerton - Chapman,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2481 E Chapman Ave,Fullerton,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92831,#N/A,#N/A,#N/A
US Bank: 9710 - Mission Viejo - Muirlands,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,25972 Muirlands Blvd,Mission Viejo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92691,#N/A,#N/A,#N/A
US Bank: 9711 - Cerritos - South Street,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,11350 South St,Cerritos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90703,#N/A,#N/A,#N/A
US Bank: 9717 - Los Alamitos - Ball Road,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,3996 Ball Rd,Los Alamitos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,90720,#N/A,#N/A,#N/A
US Bank: 9718 - Victorville- 7th Street,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,14821 Seventh Street,Victorville,Bemus- Maintenance,CA,Maintenance,92395,#N/A,#N/A,#N/A
US Bank: 9719 - San Diego - Rancho Bernardo,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,16816 Bernardo Center Dr,Rancho Bernardo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92128,#N/A,#N/A,#N/A
US Bank: 9721 - Arcadia- East Foothill,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,101 E Foothill,Arcadia,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91006,#N/A,#N/A,#N/A
US Bank: 9731 - Escondido - East Valley,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2369 E Valley Pkwy,Escondido,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92027,#N/A,#N/A,#N/A
US Bank: 9733 - Irvine - Yale,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,13070 Yale Ave,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92620,#N/A,#N/A,#N/A
US Bank: 9734 - Sun City,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,27378 Sun City Blvd,Sun City,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92586,#N/A,#N/A,#N/A
US Bank: 9742 - Oceanside,Bemus San Marcos,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4136 Oceanside Blvd,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92056,#N/A,#N/A,#N/A
US Bank: 9744 - Victorville - Bear Valley,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,12113 Hesperia Road,Victorville,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92395,#N/A,#N/A,#N/A
US Bank: 9759 - Rancho Santa Margarita,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,22012 El Paseo,Rancho Santa Margarita,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92688,#N/A,#N/A,#N/A
US Bank: 9760 - Banning - Highland Springs,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,300 S Highland Springs Ave,Banning,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92220,#N/A,#N/A,#N/A
US Bank: 9876 - Costa Mesa - East 17th,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,380 E 17th St,Costa Mesa,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92627,#N/A,#N/A,#N/A
US Bank: 9878 - Laguna Woods - El Toro,Bemus San Juan Capistrano,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,24340 El Toro Rd,Laguna Woods,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92637,#N/A,#N/A,#N/A
US Bank: 9942 - Upland - East Foothill,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,20 E Foothill Blvd,Upland,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91786,#N/A,#N/A,#N/A
US Bank: 9944 - Chino - 12801 Central,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12801 Central Ave,Chino,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91710,#N/A,#N/A,#N/A
US Bank: 9945 - San Dimas - 165 Bonita,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,165 E Bonita Ave,San Dimas,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91773,#N/A,#N/A,#N/A
US Bank: 9947 - Claremont - 393 Foothill,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,393 W Foothill Blvd,Claremont,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91711,#N/A,#N/A,#N/A
US Bank: 9948 - Glendora- South Glendora,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,801 S Grand Ave,Glendora,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91740,#N/A,#N/A,#N/A
US Bank: 9950 - Yorba Linda - 19750 YL,Bemus Santa Ana - Anne,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,19750 Yorba Linda Blvd,Yorba Linda,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92886,#N/A,#N/A,#N/A
US Bank: 9952 - Rancho Cucamonga - Alta Loma,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9696 Baseline Rd,Alta Loma,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91701,#N/A,#N/A,#N/A
US Bank: 9954 - Rancho Cucamonga - Carnelian,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,6644 Camelian St,Rancho Cucamonga,Bemus- Maintenance,CA,Maintenance,91701,#N/A,#N/A,#N/A
US Bank: 9955 - Upland - Northwest,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1669 N Mountain Ave,Upland,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91784,#N/A,#N/A,#N/A
US Bank: 9957 - La Verne - 1933 Foothill,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,1933 Foothill Blvd,La Verne,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91750,#N/A,#N/A,#N/A
US Bank: 9958 - Montclair - Central,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9090 Central Ave,Montclair,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91763,#N/A,#N/A,#N/A
US Bank: 9959 - Ontario - North Euclid,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,333 N Euclid Ave,Ontario,Bemus- Maintenance,CA,Maintenance,Unknown,#N/A,#N/A,#N/A
US Bank: 9960 - Rancho Cucamonga - Terra Vista,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,11343 Base Line Rd,Rancho Cucamonga,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91730,#N/A,#N/A,#N/A
US Bank: 9962 - Corona - Corona Hills,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,410 N McKinley St,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92879,#N/A,#N/A,#N/A
US Bank: 9964 - Fontana - Cherry Ave,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,7400 Cherry Ave,Fontana,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92336,#N/A,#N/A,#N/A
US Bank: 9965 - Chino - Spectrum,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,4061 Grand Ave,Chino,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91710,#N/A,#N/A,#N/A
US Bank: 9966 - Yucaipa,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,33700 Yucaipa Blvd,Yucaipa,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92399,#N/A,#N/A,#N/A
US Bank: 9970 - Apple Valley - Bear Valley,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,19201 Bear Valley road,Apple Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92308,#N/A,#N/A,#N/A
US Bank: 9972 - Corona - Mira Loma,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,12612 Limonite Ave,Corona,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92880,#N/A,#N/A,#N/A
US Bank: 9973 - Ontario - Ontario at Grove,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,2280 S Grove Ave,Ontario,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91761,#N/A,#N/A,#N/A
US Bank: 9977 - Adelanto - Palmdale,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,11994 Palmdale,Adelanto,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92301,#N/A,#N/A,#N/A
US Bank: 9978 - Moreno Valley - Fir Ave,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,27020 Fir Ave,Moreno Valley,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92555,#N/A,#N/A,#N/A
US Bank: 9987 - Rancho Cucamonga - Milliken,Bemus Riverside,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,9467 Milliken Ave,Rancho Cucamonga,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91730,#N/A,#N/A,#N/A
Utopia Property management,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,750 Otay Lakes Rd #2012,Chula Vista,Unknown,CA,Unknown,91910,#N/A,#N/A,#N/A
Utopia Property Management - Office,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,9211 Research Dr,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92618,#N/A,#N/A,#N/A
Utopia Property Management Kearny Mesa,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"4617 Ruffner St,",San Diego,Unknown,CA,Unknown,92111,#N/A,#N/A,#N/A
VA Property Group,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,940 & 942 Calle Negocio,San Clemente,Unknown,CA,Unknown,92673,#N/A,#N/A,#N/A
Vail Creek Association,Bemus Riverside,Other,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Overland Trail/VailCreek Drive,Temecula,Bemus- Tree Care,CA,Tree Care,92592,#N/A,#N/A,#N/A
Vail Ranch,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,32413 Hwy. 79 South,Temecula,Unknown,CA,Unknown,92592,#N/A,#N/A,#N/A
Valdemosa HOA,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,Murrieta Hot Springs at Chandler Drive,Temecula,Bemus- Maintenance,CA,Maintenance,Unknown,#N/A,#N/A,#N/A
Valencia,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,6958 Broadway Avenue,Lemon Grove,Unknown,CA,Maintenance,91945,#N/A,#N/A,#N/A
Valencia,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,23341 La Glorieta,Mission Viejo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92691,#N/A,#N/A,#N/A
Valencia Creek,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12249 Pepper Tree Ln,Poway,Unknown,CA,Unknown,92064,#N/A,#N/A,#N/A
Valencia Homeowners Association,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Existing Business,4006 Caminito Terviso,San Diego,Bemus- Maintenance,CA,Maintenance,92122,#N/A,#N/A,#N/A
Valle Pacifica HOA,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,32552 Alipaz Street,San Juan Capistrano,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92675,#N/A,#N/A,#N/A
Valle Ranch Owners Association,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,33272 Valle Road,San Juan Capistrano,Bemus- Tree Care,CA,Tree Care,92675,#N/A,#N/A,#N/A
Valle Vista Homeowners Association,Bemus Riverside,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,4646 Maxwell Court,Riverside,Bemus- Maintenance/Tree Care,CA,Unknown,92501,#N/A,#N/A,#N/A
Vallecitos Ridge HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1250 Calle Colnett,San Marcos,Unknown,CA,Unknown,92069,#N/A,#N/A,#N/A
Vallecitos Ridge Home Owners Association,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,799 Kirkwall Dr,San Marcos,Bemus- Tree Care,CA,Tree Care,92069,#N/A,#N/A,#N/A
Valley Crest HOA,Bemus San Marcos,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Business Development,9060 Capcano Rd,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92126,#N/A,#N/A,#N/A
Valley Elementary School,Bemus Riverside,Higher Education,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,12333 8th St,Yucaipa,Bemus- Maintenance,CA,Maintenance,92399,#N/A,#N/A,#N/A
Valley House Condominiums,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Advertising,1120-1124 Eureka Street,San Diego,Unknown,CA,Unknown,92110,#N/A,#N/A,#N/A
Valley Park,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,17300 Euclid St,Fountain Valley,Unknown,CA,Unknown,92708,#N/A,#N/A,#N/A
Valley View Townhomes,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,302 Travelodge Drive,El Cajon,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92020,#N/A,#N/A,#N/A
Valley Villas,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3630 South Barcelona,Spring Valley,Bemus- Tree Care,CA,Tree Care,91977,#N/A,#N/A,#N/A
Valmont Homeowners Association,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New Business,34 Valmont Way,Ladera Ranch,Bemus- Tree Care,CA,Tree Care,92694,#N/A,#N/A,#N/A
Value Rock Realty Partners Office,Bemus Santa Ana - Hathaway,Commercial,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,18301 Von Karman Ave,Irvine,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92612,#N/A,#N/A,#N/A
Vance Residence,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,598 Southbridge Ct.,Encinitas,Bemus- Tree Care,CA,Tree Care,92024,#N/A,#N/A,#N/A
Vantage Master and Townhomes,Bemus Santa Ana - Hathaway,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,858 Terrace Ln. E,Diamond Bar,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91765,#N/A,#N/A,#N/A
Vantage Pointe Homeowners Association,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3467 Vantage Pointe Dr.,Rowland Heights,Unknown,CA,Unknown,91748,#N/A,#N/A,#N/A
Vantis,Bemus San Juan Capistrano,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40 Midtown Dr.,Aliso Viejo,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92656,#N/A,#N/A,#N/A
Varadero HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1736 Azul Vista,San Marcos,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92078,#N/A,#N/A,#N/A
Vellano Homeowners Association,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,3223 Castelli Drive,Chino Hills,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,91709,#N/A,#N/A,#N/A
Venadero,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,41979 Rio Nedo Rd,Temecula,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92590,#N/A,#N/A,#N/A
Ventana at El Corazon,Bemus San Marcos,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Customer Referral,1093 Rancho Del Oro Drive,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92056,#N/A,#N/A,#N/A
Venzano HOA,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1810 Tanglewood Drive,San Marcos,Bemus- Tree Care,CA,Tree Care,92078,#N/A,#N/A,#N/A
Vera Sub (SCE),Bemus Santa Ana - Hathaway,Industrial,1,Dumb,Unknown,Unknown,Unknown,Unknown,13622 Newhope st,Garden Grove,Bemus- Maintenance,CA,Maintenance,92843,#N/A,#N/A,#N/A
Verano Homeowners Association,Bemus San Juan Capistrano,HOA/COA/TOA,Unknown,Unknown,Unknown,Unknown,Unknown,Employee Referral,10 Via Cartaya,San Clemente,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92673,#N/A,#N/A,#N/A
Verge Office Building,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Cold Call,6420 & 6450 Sequence Drive,San Diego,Bemus- Maintenance,CA,Maintenance,Unknown,#N/A,#N/A,#N/A
Verona Condominiums,Bemus Riverside,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Customer Referral,26302 Arboretum Way,Murrieta,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92562,#N/A,#N/A,#N/A
Verrazzano,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,14562 Via Bergamo,San Diego,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92127,#N/A,#N/A,#N/A
Versailles,Bemus Santa Ana - Anne,Unknown,Unknown,Dumb,No,No,Unknown,New Business,901 Cagney,Newport Beach,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92663,#N/A,#N/A,#N/A
Versailles at Ivey Ranch,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,4255 Avenida Privado,Oceanside,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92057,#N/A,#N/A,#N/A
Versailles on the Lake,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,New Business,3700 S Plaza Dr,Santa Ana,Unknown,CA,Unknown,92704,#N/A,#N/A,#N/A
Veterinary Surgical Specialist of OC and AVSG Internal Medicine & Urgent Care,Bemus Santa Ana - Hathaway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2965 Edinger Ave.,Tustin,Bemus- Maintenance/Tree Care,CA,Maintenance and Tree Care,92780,#N/A,#N/A,#N/A
Vetter Residence,Bemus San Marcos,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Call In,14202 Pinewood Drive,Del Mar,Bemus- Tree Care,CA,Tree Care,92014,#N/A,#N/A,#N/A
Via Amor Homeowners Corporation,Bemus Santa Ana - Anne,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,805 S Highland Ave,Fullerton,Unknown,CA,Unknown,92832,#N/A,#N/A,#N/A
